short_ref,full_ref,ref_id,study_id,context_raw,action_goals,system_orientation,local_global,experimental_manipulation,manipulation_category,positive_future,appraisal_possible,appraisal_probable,appraisal_controllable,sample_hope_min,sample_hope_max,sample_hope_m,sample_hope_sd,notes,dv_measurement,dv_min,dv_max,dv_mean,dv_sd,eff_min,eff_max,eff_mean,eff_sd,pub_type,study_design,data_type,n,age_m,female_prop,sample_type,Western,educated,industrialised,rich,individualism,looseness,tight_loose_dichotomous,uncertainty_avoidance,power_distance,year,country,gini,coc,democracy_index,regime_type,intractable_conflict,r,hope_type,dv_type,action_type,alignment,hope_n,hope_m,hope_sd,control_n,control_m,control_sd
Fasoli et al. (2025),"Fasoli, F., Hopkins-Doyle, A., & Guizzo, F. (2025). Thank you for sharing: Body-positive and humour parody images increase women's body satisfaction and predict collective action intentions via gratitude. Sex Roles, 91(7), 48. https://doi.org/10.1007/s11199-025-01593-3",57,S1b,Unrealistic female body expectations,Gender equality,System challenging,Global,,,,,,,0,100,55.18715,24.3814,Correlation of hope with collective action to promote body diversity averaged across timepoints,scale,1,5,3.4,0.945,,,,,published,longitudinal,correlational,126,26.72,100,panel,1,1,1,1,76,89.3,Loose cultures,35,35,2025,United Kingdom,0.324,,8.34,Full democracy,0,0.025,Hope for social change,intentions,Conventional,Aligned,,,,,,
Plechata et al. (2025),"Plechata, A., Morton, T., & Makransky, G. (2025). Promoting collective climate action and identification with environmentalists through social interaction and visual feedback in virtual reality. Journal of Environmental Psychology, 102, 102526. https://doi.org/10.1016/j.jenvp.2025.102526",58,S1,Climate change mitigation: Intentions to take collective action to prompt climate action.,Environmental protection,System challenging,Global,,,,,,,1,5,2.513746,0.8651675,Correlation between hope and collective action intentions averaged across pre/post for full sample,scale,1,7,3.892612,1.279148,1,5,4.315,0.86,published,longitudinal,correlational,130,17.41,47,student,1,1,1,1,89,65.5,Loose cultures,18,23,2025,Denmark,0.299,,9.42,Full democracy,0,-0.02141846,Hope for social change,intentions,Conventional,Aligned,,,,,,
Plechata et al. (2025),"Plechata, A., Morton, T., & Makransky, G. (2025). Promoting collective climate action and identification with environmentalists through social interaction and visual feedback in virtual reality. Journal of Environmental Psychology, 102, 102526. https://doi.org/10.1016/j.jenvp.2025.102526",58,S1,Climate change mitigation: Intentions to reduce meat consumption for the climate.,Environmental protection,System compatible,Global,,,,,,,1,5,2.513746,0.8651675,Correlation between hope and meat reduction intentions averaged across pre/post for full sample,scale,1,7,3.365979,1.712898,1,5,4.315,0.86,published,longitudinal,correlational,130,17.41,47,student,1,1,1,1,89,65.5,Loose cultures,18,23,2025,Denmark,0.299,,9.42,Full democracy,0,-0.03720997,Hope for social change,intentions,Consumer,Aligned,,,,,,
Plechata et al. (2025),"Plechata, A., Morton, T., & Makransky, G. (2025). Promoting collective climate action and identification with environmentalists through social interaction and visual feedback in virtual reality. Journal of Environmental Psychology, 102, 102526. https://doi.org/10.1016/j.jenvp.2025.102526",58,S1,"Climate change mitigation: PEBT scores, private-sphere behaviour aligned for climate change mitigation purposes.",Environmental protection,System compatible,Global,,,,,,,1,5,2.513746,0.8651675,Correlation between hope and PEBT averaged across pre/post for full sample,proportion,0,100,57.59304,30.03836,1,5,4.315,0.86,published,longitudinal,correlational,130,17.41,47,student,1,1,1,1,89,65.5,Loose cultures,18,23,2025,Denmark,0.299,,9.42,Full democracy,0,-0.1522762,Hope for social change,behavioural measure,Conventional,Aligned,,,,,,
Thier & Lin (2022),"Thier, K., & Lin, T. (2022). How solutions journalism shapes support for collective climate change adaptation. Environmental Communication, 16(8), 1027-1045. https://doi.org/10.1080/17524032.2022.2143842",59,S1,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,8,48,36.22,6.41,,scale,1,6,4.49,0.87,,,,,published,experimental,correlational,348,19.29,51.8,high school students,1,1,1,1,60,58,Tight cultures,40,48,2022,United States,0.417,70.62,7.85,Flawed democracy,0,0.22,Trait hope,intentions,Conventional,Aligned,,,,,,
Lutz et al. (2025),"Lutz, A. E., Schmitt, M. T., Mackay, C. M. L., & Wright, J. D. (2025). Experimentally elevating environmental cognitive alternatives: Effects on activist identification, willingness to act, and opposition to new fossil fuel projects. Journal of Environmental Psychology, 102516. https://doi.org/10.1016/j.jenvp.2024.102516",60,S1,Opposition to new fossil fuel projects,Environmental protection,System challenging,Global,,,,,,,0,6,4.8,1.25,,scale,1,7,4.55,1.45,1,7,5.75,1.2,published,experimental,correlational,565,37.2,45.13274336,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.55,Hope for social change,intentions,Conventional,Aligned,,,,,,
Lutz et al. (2025),"Lutz, A. E., Schmitt, M. T., Mackay, C. M. L., & Wright, J. D. (2025). Experimentally elevating environmental cognitive alternatives: Effects on activist identification, willingness to act, and opposition to new fossil fuel projects. Journal of Environmental Psychology, 102516. https://doi.org/10.1016/j.jenvp.2024.102516",60,S2,Opposition to new fossil fuel projects,Environmental protection,System challenging,Global,,,,,,,0,6,4.15,1.55,Pearson's r for two-item hope scale converted to Cronbach's alpha.,scale,1,7,4.35,1.55,1,7,4.35,1.5,published,experimental,correlational,1144,40.2,49.91258741,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.08,Hope for social change,intentions,Conventional,Aligned,,,,,,
Shreedhar et al. (2024),"Shreedhar, G., Sabherwal, A., & Maldonado, R. (2024). Cli-fi videos can increase charitable donations: Experimental evidence from the United Kingdom. Frontiers in Psychology, 14. https://doi.org/10.3389/fpsyg.2023.1176077",62,S1,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,3.563134,1.537635,"Pearson's r for single-item hope with collective action intentions, pooled sample",scale,1,7,3.396006,1.611754,,,,,published,experimental,correlational,1085,40.5,49.58525346,panel,1,1,1,1,76,89.3,Loose cultures,35,35,2024,United Kingdom,0.324,78.41,8.34,Full democracy,0,0.3445817,State hope,intentions,Conventional,Aligned,,,,,,
Shreedhar et al. (2024),"Shreedhar, G., Sabherwal, A., & Maldonado, R. (2024). Cli-fi videos can increase charitable donations: Experimental evidence from the United Kingdom. Frontiers in Psychology, 14. https://doi.org/10.3389/fpsyg.2023.1176077",62,S1,Climate change mitigation,Environmental protection,System compatible,Global,,,,,,,1,7,3.563134,1.537635,"Pearson's r for single-item hope with individual action intentions, pooled sample",scale,1,7,3.61659,1.672637,,,,,published,experimental,correlational,1085,40.5,49.58525346,panel,1,1,1,1,76,89.3,Loose cultures,35,35,2024,United Kingdom,0.324,78.41,8.34,Full democracy,0,0.2803486,State hope,intentions,Consumer,Aligned,,,,,,
Shreedhar et al. (2024),"Shreedhar, G., Sabherwal, A., & Maldonado, R. (2024). Cli-fi videos can increase charitable donations: Experimental evidence from the United Kingdom. Frontiers in Psychology, 14. https://doi.org/10.3389/fpsyg.2023.1176077",62,S1,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,3.563134,1.537635,"Pearson's r for single-item hope with policy support, pooled sample",scale,1,7,4.546732,1.585383,,,,,published,experimental,correlational,1085,40.5,49.58525346,panel,1,1,1,1,76,89.3,Loose cultures,35,35,2024,United Kingdom,0.324,78.41,8.34,Full democracy,0,0.2436348,State hope,intentions,Conventional,Aligned,,,,,,
Bilali et al. (2025),"Bilali, R., Freel, S., & Varela, M. (2025). Narratives of success and failure of past collective action influence intentions to engage in future action: The case of the 2017 women’s march. Psychology of Women Quarterly, 49(1), 22–38. Scopus. https://doi.org/10.1177/03616843241286811",63,S1,Women's rights,Gender equality,System challenging,Global,,,,,,,1,6,4,1.373,,scale,1,6,3.22,1.25,1,6,4.93,0.81,published,experimental,correlational,337,,100,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.38,Hope for social change,intentions,Conventional,Aligned,,,,,,
Bilali et al. (2025),"Bilali, R., Freel, S., & Varela, M. (2025). Narratives of success and failure of past collective action influence intentions to engage in future action: The case of the 2017 women’s march. Psychology of Women Quarterly, 49(1), 22–38. Scopus. https://doi.org/10.1177/03616843241286811",63,S2,Women's rights,Gender equality,System challenging,Global,,,,,,,1,6,4,1.306,,scale,1,6,3.256666667,1.333333333,1,6,4.826666667,0.79,published,experimental,correlational,426,42.9,100,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.25,Hope for social change,intentions,Conventional,Aligned,,,,,,
Bilali et al. (2025),"Bilali, R., Freel, S., & Varela, M. (2025). Narratives of success and failure of past collective action influence intentions to engage in future action: The case of the 2017 women’s march. Psychology of Women Quarterly, 49(1), 22–38. Scopus. https://doi.org/10.1177/03616843241286811",63,S3,Women's rights,Gender equality,System challenging,Global,,,,,,,1,6,3.91,1.122,,scale,1,6,3.86,1.15,1,6,5.01,0.68,published,experimental,correlational,733,35.7,100,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.24,Hope for social change,intentions,Conventional,Aligned,,,,,,
Bilali et al. (2025),"Bilali, R., Freel, S., & Varela, M. (2025). Narratives of success and failure of past collective action influence intentions to engage in future action: The case of the 2017 women’s march. Psychology of Women Quarterly, 49(1), 22–38. Scopus. https://doi.org/10.1177/03616843241286811",63,S3,Women's rights,Gender equality,System challenging,Global,,,,,,,1,6,3.91,1.122,,scale,1,6,2.82,1.26,1,6,5.01,0.68,published,experimental,correlational,733,35.7,100,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.09,Hope for social change,intentions,Radical,Aligned,,,,,,
Marinthe et al. (2025),"Marinthe, G., Kasper, A., Veillé, R., & Lalot, F. (2025). Collective action among the extremes? Relations between political ideology, political extremism, emotions, and collective action. Political Psychology. https://doi.org/10.1111/pops.70008",64,S1,"Anti-COVID-19 restrictions, anti-lockdown",Individual rights and freedoms,System challenging,Local,,,,,,,1,7,2.66,1.44,,scale,1,7,2.59,1.87,,,,,published,correlational,correlational,1342,31.53,50.3,panel,1,1,1,1,74,99.6,Loose cultures,68,86,2025,France,0.318,,8.05,Full democracy,0,-0.24,Hope for social change,intentions,Conventional,Aligned,,,,,,
Marinthe et al. (2025),"Marinthe, G., Kasper, A., Veillé, R., & Lalot, F. (2025). Collective action among the extremes? Relations between political ideology, political extremism, emotions, and collective action. Political Psychology. Scopus. https://doi.org/10.1111/pops.70008",64,S2,Protests against raising the age of retirement,Socioeconomic justice,System challenging,Local,,,,,,,1,7,2.56,1.44,,scale,1,7,4.49,2.06,,,,,published,correlational,correlational,418,33.18,54.5,panel,1,1,1,1,74,99.6,Loose cultures,68,86,2025,France,0.318,,8.05,Full democracy,0,-0.28,Hope for social change,intentions,Conventional,Aligned,,,,,,
Marinthe et al. (2025),"Marinthe, G., Kasper, A., Veillé, R., & Lalot, F. (2025). Collective action among the extremes? Relations between political ideology, political extremism, emotions, and collective action. Political Psychology. Scopus. https://doi.org/10.1111/pops.70008",64,S2,Protests against raising the age of retirement,Socioeconomic justice,System challenging,Local,,,,,,,1,7,2.56,1.44,,count,0,4,1.17,1.19,,,,,published,correlational,correlational,418,33.18,54.5,panel,1,1,1,1,74,99.6,Loose cultures,68,86,2025,France,0.318,,8.05,Full democracy,0,-0.15,Hope for social change,self-reported behaviour,Conventional,Aligned,,,,,,
Hatibovic et al. (2023),"Hatibovic, F., Sandoval, J., Faúndez Abarca, X., Gaete, J.-M., Bobowik, M., & Ilabaca, P. (2023). The effects of emotions on the disposition to normative and non-normative political action in the context of the Chilean post-social outburst. Frontiers in Psychology, 14. https://doi.org/10.3389/fpsyg.2023.1154501",65,S1,"Chilean anti-authoritarian social protests, pro-democracy",Anti-authoritarian/pro-democracy,System challenging,Local,,,,,,,1,7,5.06,1.88,Correlation between hope during the outburst and normative intentions,scale,1,7,5.76,1.32,,,,,published,correlational,correlational,607,28.02,72.5,other convenience,0,1,0,1,49,86.8,Loose cultures,63,86,2023,Chile,0.431,68.74,7.98,Flawed democracy,0,0.382,Hope for social change,intentions,Conventional,Aligned,,,,,,
Hatibovic et al. (2023),"Hatibovic, F., Sandoval, J., Faúndez Abarca, X., Gaete, J.-M., Bobowik, M., & Ilabaca, P. (2023). The effects of emotions on the disposition to normative and non-normative political action in the context of the Chilean post-social outburst. Frontiers in Psychology, 14. https://doi.org/10.3389/fpsyg.2023.1154501",65,S1,"Chilean anti-authoritarian social protests, pro-democracy",Anti-authoritarian/pro-democracy,System challenging,Local,,,,,,,1,7,5.19,1.97,Correlation between hope towards the protest and normative intentions,scale,1,7,5.76,1.32,,,,,published,correlational,correlational,607,28.02,72.5,other convenience,0,1,0,1,49,86.8,Loose cultures,63,86,2023,Chile,0.431,68.74,7.98,Flawed democracy,0,0.5,Hope for social change,intentions,Conventional,Aligned,,,,,,
Hatibovic et al. (2023),"Hatibovic, F., Sandoval, J., Faúndez Abarca, X., Gaete, J.-M., Bobowik, M., & Ilabaca, P. (2023). The effects of emotions on the disposition to normative and non-normative political action in the context of the Chilean post-social outburst. Frontiers in Psychology, 14. https://doi.org/10.3389/fpsyg.2023.1154501",65,S1,"Chilean anti-authoritarian social protests, pro-democracy",Anti-authoritarian/pro-democracy,System challenging,Local,,,,,,,1,7,5.06,1.88,Correlation between hope during the outburst and non-normative intentions,scale,1,7,3.25,1.79,,,,,published,correlational,correlational,607,28.02,72.5,other convenience,0,1,0,1,49,86.8,Loose cultures,63,86,2023,Chile,0.431,68.74,7.98,Flawed democracy,0,0.328,Hope for social change,intentions,Radical,Aligned,,,,,,
